pokedex_number,name,generation,genus,type1,type2,base_happiness,height_m,weight_kg,hp,attack,defense,special-attack,special-defense,speed,abilities,evolves_from,pokedex_entry
410,Shieldon,IV,Shield Pokémon,Rock,Steel,70,0.5,57.0,30,42,118,42,88,30,"Sturdy, Soundproof",,"Many fossils of this Pokémon have been found, but almost none have shown signs of damage to the face."
411,Bastiodon,IV,Shield Pokémon,Rock,Steel,70,1.3,149.5,60,52,168,47,138,30,"Sturdy, Soundproof",Shieldon,"While it can guard against any sort of attack from the front, it is left without recourse when attacked from behind."
412,Burmy,IV,Bagworm Pokémon,Bug,,70,0.2,3.4,40,29,45,29,45,36,"Shed Skin, Overcoat",,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves."
413,Wormadam Plant,IV,Bagworm Pokémon,Bug,Grass,70,0.5,6.5,60,59,85,79,105,36,"Anticipation, Overcoat",Burmy,Its appearance changes depending on where it evolved. The materials on hand become a part of its body.
414,Mothim,IV,Moth Pokémon,Bug,Flying,70,0.9,23.3,70,94,50,94,50,66,"Swarm, Tinted Lens",Burmy,It loves the honey of flowers and steals honey collected by Combee.
415,Combee,IV,Tiny Bee Pokémon,Bug,Flying,70,0.3,5.5,30,30,42,30,42,70,"Honey Gather, Hustle",,The members of the trio spend all their time together. Each one has a slightly different taste in nectar.
416,Vespiquen,IV,Beehive Pokémon,Bug,Flying,70,1.2,38.5,70,80,102,80,102,40,"Pressure, Unnerve",Combee,It skillfully commands its grubs in battles with its enemies. The grubs are willing to risk their lives to defend Vespiquen.
417,Pachirisu,IV,EleSquirrel Pokémon,Electric,,100,0.4,3.9,60,45,70,45,90,95,"Run Away, Pickup, Volt Absorb",,It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.
418,Buizel,IV,Sea Weasel Pokémon,Water,,70,0.7,29.5,55,65,35,60,30,85,"Swift Swim, Water Veil",,"It swims by rotating its two tails like a screw. When it dives, its flotation sac collapses."
419,Floatzel,IV,Sea Weasel Pokémon,Water,,70,1.1,33.5,85,105,55,85,50,115,"Swift Swim, Water Veil",Buizel,It floats using its well-developed flotation sac. It assists in the rescues of drowning people.
420,Cherubi,IV,Cherry Pokémon,Grass,,70,0.4,3.3,45,35,45,62,53,35,Chlorophyll,,"It nimbly dashes about to avoid getting pecked by bird Pokémon that would love to make off with its small, nutrient-rich storage ball."
421,Cherrim,IV,Blossom Pokémon,Grass,,70,0.5,9.3,70,60,70,87,78,85,Flower Gift,Cherubi,"As a bud, it barely moves. It sits still, placidly waiting for sunlight to appear."
422,Shellos,IV,Sea Slug Pokémon,Water,,70,0.3,6.3,76,48,48,57,62,34,"Sticky Hold, Storm Drain, Sand Force",,"This Pokémon’s habitat shapes its physique. According to some theories, life in warm ocean waters causes this variation to develop."
423,Gastrodon,IV,Sea Slug Pokémon,Water,Ground,70,0.9,29.9,111,83,68,92,82,39,"Sticky Hold, Storm Drain, Sand Force",Shellos,"Its search for food sometimes leads it onto land, where it leaves behind a sticky trail of slime as it passes through."
424,Ambipom,IV,Long Tail Pokémon,Normal,,100,1.2,20.3,75,100,66,60,66,115,"Technician, Pickup, Skill Link",Aipom,"They work in large colonies and make rings by linking their tails, apparently in friendship."
425,Drifloon,IV,Balloon Pokémon,Ghost,Flying,70,0.4,1.2,90,50,34,60,44,70,"Aftermath, Unburden, Flare Boost",,"Perhaps seeking company, it approaches children. However, it often quickly runs away again when the children play too roughly with it."
426,Drifblim,IV,Blimp Pokémon,Ghost,Flying,70,1.2,15.0,150,80,44,90,54,80,"Aftermath, Unburden, Flare Boost",Drifloon,"Some say this Pokémon is a collection of souls burdened with regrets, silently drifting through the dusk."
427,Buneary,IV,Rabbit Pokémon,Normal,,0,0.4,5.5,55,66,44,44,56,85,"Run Away, Klutz, Limber",,"If both of Buneary’s ears are rolled up, something is wrong with its body or mind. It’s a sure sign the Pokémon is in need of care."
428,Lopunny,IV,Rabbit Pokémon,Normal,,140,1.2,33.3,65,76,84,54,96,105,"Cute Charm, Klutz, Limber",Buneary,"Lopunny is constantly monitoring its surroundings. If danger approaches, this Pokémon responds with superdestructive kicks."
429,Mismagius,IV,Magical Pokémon,Ghost,,35,0.9,4.4,60,60,60,105,105,105,Levitate,Misdreavus,"It appears as if from nowhere—muttering incantations, placing curses, and giving people terrifying visions."
430,Honchkrow,IV,Big Boss Pokémon,Dark,Flying,35,0.9,27.3,100,125,52,105,52,71,"Insomnia, Super Luck, Moxie",Murkrow,"A single cry from this nocturnal Pokémon, and more than a hundred of its Murkrow cronies will assemble."
431,Glameow,IV,Catty Pokémon,Normal,,70,0.5,3.9,49,55,42,42,37,85,"Limber, Own Tempo, Keen Eye",,It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.
432,Purugly,IV,Tiger Cat Pokémon,Normal,,70,1.0,43.8,71,82,64,64,59,112,"Thick Fat, Own Tempo, Defiant",Glameow,It would claim another Pokémon’s nest as its own if it finds a nest sufficiently comfortable.
433,Chingling,IV,Bell Pokémon,Psychic,,70,0.2,0.6,45,30,50,65,50,45,Levitate,,"Each time it hops, it makes a ringing sound. It deafens foes by emitting high-frequency cries."
434,Stunky,IV,Skunk Pokémon,Poison,Dark,70,0.4,19.2,63,63,47,41,41,74,"Stench, Aftermath, Keen Eye",,"From its rear, it sprays a foul-smelling liquid at opponents. It aims for their faces, and it can hit them from over 16 feet away."
435,Skuntank,IV,Skunk Pokémon,Poison,Dark,70,1.0,38.0,103,93,67,71,61,84,"Stench, Aftermath, Keen Eye",Stunky,"In its belly, it reserves stinky fluid that it shoots from its tail during battle. As this Pokémon’s diet varies, so does the stench of its fluid."
436,Bronzor,IV,Bronze Pokémon,Steel,Psychic,70,0.5,60.5,57,24,86,24,86,23,"Levitate, Heatproof, Heavy Metal",,"It appears in ancient ruins. The pattern on its body doesn’t come from any culture in the Galar region, so it remains shrouded in mystery."
437,Bronzong,IV,Bronze Bell Pokémon,Steel,Psychic,70,1.3,187.0,67,89,116,79,116,33,"Levitate, Heatproof, Heavy Metal",Bronzor,"Some believe it to be a deity that summons rain clouds. When angered, it lets out a warning cry that rings out like the tolling of a bell."
438,Bonsly,IV,Bonsai Pokémon,Rock,,70,0.5,15.0,50,80,95,10,45,10,"Sturdy, Rock Head, Rattled",,"It expels both sweat and tears from its eyes. The sweat is a little salty, while the tears have a slight bitterness."
439,Mime Jr,IV,Mime Pokémon,Psychic,Fairy,70,0.6,13.0,20,25,45,70,90,60,"Soundproof, Filter, Technician",,"It mimics everyone it sees, but it puts extra effort into copying the graceful dance steps of Mr. Rime as practice."
440,Happiny,IV,Playhouse Pokémon,Normal,,140,0.6,24.4,100,5,5,15,65,30,"Natural Cure, Serene Grace, Friend Guard",,"Mimicking Chansey, Happiny will place an egg- shaped stone in its belly pouch. Happiny will treasure this stone."
441,Chatot,IV,Music Note Pokémon,Normal,Flying,35,0.5,1.9,76,65,45,92,42,91,"Keen Eye, Tangled Feet, Big Pecks",,It mimics the cries of other Pokémon to trick them into thinking it’s one of them. This way they won’t attack it.
442,Spiritomb,IV,Forbidden Pokémon,Ghost,Dark,70,1.0,108.0,50,92,108,92,108,35,"Pressure, Infiltrator",,Exactly 108 spirits gathered to become this Pokémon. Apparently there are some ill-natured spirits in the mix.
443,Gible,IV,Land Shark Pokémon,Dragon,Ground,70,0.7,20.5,58,70,45,40,45,42,"Sand Veil, Rough Skin",,"Gible prefers to stay in narrow holes in the sides of caves heated by geothermal energy. This way, Gible can stay warm even during a blizzard."
444,Gabite,IV,Cave Pokémon,Dragon,Ground,70,1.4,56.0,68,90,65,50,55,82,"Sand Veil, Rough Skin",Gible,This Pokémon emits ultrasonic waves from a protrusion on either side of its head to probe pitch-dark caves.
445,Garchomp,IV,Mach Pokémon,Dragon,Ground,70,1.9,95.0,108,130,95,80,85,102,"Sand Veil, Rough Skin",Gabite,"Garchomp makes its home in volcanic mountains. It flies through the sky as fast as a jet airplane, hunting down as much prey as it can."
446,Munchlax,IV,Big Eater Pokémon,Normal,,70,0.6,105.0,135,85,40,40,85,5,"Pickup, Thick Fat, Gluttony",,"Stuffing itself with vast amounts of food is its only concern. Whether the food is rotten or fresh, yummy or tasteless—it does not care."
447,Riolu,IV,Emanation Pokémon,Fighting,,70,0.7,20.2,40,70,40,35,40,60,"Steadfast, Inner Focus, Prankster",,"It’s exceedingly energetic, with enough stamina to keep running all through the night. Taking it for walks can be a challenging experience."
448,Lucario,IV,Aura Pokémon,Fighting,Steel,70,1.2,54.0,70,110,70,115,70,90,"Steadfast, Inner Focus, Justified",Riolu,"It controls waves known as auras, which are powerful enough to pulverize huge rocks. It uses these waves to take down its prey."
449,Hippopotas,IV,Hippo Pokémon,Ground,,70,0.8,49.5,68,72,78,38,42,32,"Sand Stream, Sand Force",,"It moves through the sands with its mouth open, swallowing sand along with its prey. It gets rid of the sand by spouting it from its nose."
450,Hippowdon,IV,Heavyweight Pokémon,Ground,,70,2.0,300.0,108,112,118,68,72,47,"Sand Stream, Sand Force",Hippopotas,"Stones can get stuck in the ports on their bodies. Dwebble help dislodge such stones, so Hippowdon look after these Pokémon."
451,Skorupi,IV,Scorpion Pokémon,Poison,Bug,70,0.8,12.0,40,50,90,30,55,65,"Battle Armor, Sniper, Keen Eye",,"After burrowing into the sand, it waits patiently for prey to come near. This Pokémon and Sizzlipede share common descent."
452,Drapion,IV,Ogre Scorpion Pokémon,Poison,Dark,70,1.3,61.5,70,90,110,60,75,95,"Battle Armor, Sniper, Keen Eye",Skorupi,"Its poison is potent, but it rarely sees use. This Pokémon prefers to use physical force instead, going on rampages with its car-crushing strength."
453,Croagunk,IV,Toxic Mouth Pokémon,Poison,Fighting,100,0.7,23.0,48,61,40,61,40,50,"Anticipation, Dry Skin, Poison Touch",,"It makes frightening noises with its poison-filled cheek sacs. When opponents flinch, Croagunk hits them with a poison jab."
454,Toxicroak,IV,Toxic Mouth Pokémon,Poison,Fighting,70,1.3,44.4,83,106,65,86,65,85,"Anticipation, Dry Skin, Poison Touch",Croagunk,It bounces toward opponents and gouges them with poisonous claws. No more than a scratch is needed to knock out its adversaries.
455,Carnivine,IV,Bug Catcher Pokémon,Grass,,70,1.4,27.0,74,100,72,90,72,46,Levitate,,"It attracts prey with its sweet-smelling saliva, then chomps down. It takes a whole day to eat prey."
456,Finneon,IV,Wing Fish Pokémon,Water,,70,0.4,7.0,49,49,56,49,61,66,"Swift Swim, Storm Drain, Water Veil",,"It absorbs sunlight with the pink areas of its skin, which then shine. This appears to be a form of camouflage."
457,Lumineon,IV,Neon Pokémon,Water,,70,1.2,24.0,69,69,76,69,86,91,"Swift Swim, Storm Drain, Water Veil",Finneon,"With its shining light, it lures its prey close. However, the light also happens to attract ferocious fish Pokémon—its natural predators."
458,Mantyke,IV,Kite Pokémon,Water,Flying,70,1.0,65.0,45,20,50,60,120,50,"Swift Swim, Water Absorb, Water Veil",,Mantyke living in Galar seem to be somewhat sluggish. The colder waters of the seas in this region may be the cause.
459,Snover,IV,Frost Tree Pokémon,Grass,Ice,70,1.0,50.5,60,62,50,62,60,40,"Snow Warning, Soundproof",,It lives on snowy mountains. It sinks its legs into the snow to absorb water and keep its own temperature down.
460,Abomasnow,IV,Frost Tree Pokémon,Grass,Ice,70,2.2,135.5,90,92,75,92,85,60,"Snow Warning, Soundproof",Snover,"If it sees any packs of Darumaka going after Snover, it chases them off, swinging its sizable arms like hammers."
461,Weavile,IV,Sharp Claw Pokémon,Dark,Ice,35,1.1,34.0,70,120,65,45,85,125,"Pressure, Pickpocket",Sneasel,They attack their quarry in packs. Prey as large as Mamoswine easily fall to the teamwork of a group of Weavile.
462,Magnezone,IV,Magnet Area Pokémon,Electric,Steel,70,1.2,180.0,70,70,115,130,90,60,"Magnet Pull, Sturdy, Analytic",Magneton,Some say that Magnezone receives signals from space via the antenna on its head and that it’s being controlled by some mysterious being.
463,Lickilicky,IV,Licking Pokémon,Normal,,70,1.7,140.0,110,85,95,80,95,50,"Own Tempo, Oblivious, Cloud Nine",Lickitung,Lickilicky’s strange tongue can stretch to many times the length of its body. No one has figured out how Lickilicky’s tongue can stretch so far.
464,Rhyperior,IV,Drill Pokémon,Ground,Rock,70,2.4,282.8,115,140,130,55,55,40,"Lightning Rod, Solid Rock, Reckless",Rhydon,It can load up to three projectiles per arm into the holes in its hands. What launches out of those holes could be either rocks or Roggenrola.
465,Tangrowth,IV,Vine Pokémon,Grass,,70,2.0,128.6,100,100,125,110,50,50,"Chlorophyll, Leaf Guard, Regenerator",Tangela,"Tangrowth has two arms that it can extend as it pleases. Recent research has shown that these arms are, in fact, bundles of vines."
466,Electivire,IV,Thunderbolt Pokémon,Electric,,70,1.8,138.6,75,123,67,95,85,95,"Motor Drive, Vital Spirit",Electabuzz,The amount of electrical energy this Pokémon produces is proportional to the rate of its pulse. The voltage jumps while Electivire is battling.
467,Magmortar,IV,Blast Pokémon,Fire,,70,1.6,68.0,75,95,67,125,95,83,"Flame Body, Vital Spirit",Magmar,"When Magmortar inhales deeply, the fire burning in its belly intensifies, rising in temperature to over 3,600 degrees Fahrenheit."
468,Togekiss,IV,Jubilee Pokémon,Fairy,Flying,70,1.5,38.0,85,50,95,120,115,80,"Hustle, Serene Grace, Super Luck",Togetic,"These Pokémon are never seen anywhere near conflict or turmoil. In recent times, they’ve hardly been seen at all."
469,Yanmega,IV,Ogre Darner Pokémon,Bug,Flying,70,1.9,51.5,86,76,86,116,56,95,"Speed Boost, Tinted Lens, Frisk",Yanma,It prefers to battle by biting apart foes’ heads instantly while flying by at high speed.
470,Leafeon,IV,Verdant Pokémon,Grass,,35,1.0,25.5,65,110,130,60,65,95,"Leaf Guard, Chlorophyll",Eevee,Galarians favor the distinctive aroma that drifts from this Pokémon’s leaves. There’s a popular perfume made using that scent.
471,Glaceon,IV,Fresh Snow Pokémon,Ice,,35,0.8,25.9,65,60,110,130,95,65,"Snow Cloak, Ice Body",Eevee,Any who become captivated by the beauty of the snowfall that Glaceon creates will be frozen before they know it.
472,Gliscor,IV,Fang Scorpion Pokémon,Ground,Flying,70,2.0,42.5,75,95,125,45,75,95,"Hyper Cutter, Sand Veil, Poison Heal",Gligar,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!"
473,Mamoswine,IV,Twin Tusk Pokémon,Ice,Ground,70,2.5,291.0,110,130,80,70,60,80,"Oblivious, Snow Cloak, Thick Fat",Piloswine,"This Pokémon can be spotted in wall paintings from as far back as 10,000 years ago. For a while, it was thought to have gone extinct."
474,Porygon Z,IV,Virtual Pokémon,Normal,,70,0.9,34.0,85,80,70,135,75,90,"Adaptability, Download, Analytic",Porygon2,"Porygon-Z had a program installed to allow it to move between dimensions, but the program also caused instability in Porygon-Z’s behavior."
475,Gallade,IV,Blade Pokémon,Psychic,Fighting,35,1.6,52.0,68,125,65,65,115,80,"Steadfast, Sharpness, Justified",Kirlia,"True to its honorable-warrior image, it uses the blades on its elbows only in defense of something or someone."
476,Probopass,IV,Compass Pokémon,Rock,Steel,70,1.4,340.0,60,55,145,75,150,40,"Sturdy, Magnet Pull, Sand Force",Nosepass,It radiates such a powerful magnetic field that nearby electrical appliances become unusable.
477,Dusknoir,IV,Gripper Pokémon,Ghost,,35,2.2,106.6,45,100,135,65,135,45,"Pressure, Frisk",Dusclops,"At the bidding of transmissions from the spirit world, it steals people and Pokémon away. No one knows whether it has a will of its own."
478,Froslass,IV,Snow Land Pokémon,Ice,Ghost,70,1.3,26.6,70,80,70,80,70,110,"Snow Cloak, Cursed Body",Snorunt,"After a woman met her end on a snowy mountain, her regrets lingered on. From them, this Pokémon was born. Its favorite food is frozen souls."
479,Rotom,IV,Plasma Pokémon,Electric,Ghost,70,0.3,0.3,50,50,77,95,77,91,Levitate,,One boy’s invention led to the development of many different machines that take advantage of Rotom’s unique capabilities.
480,Uxie,IV,Knowledge Pokémon,Psychic,,140,0.3,0.3,75,75,130,75,130,95,Levitate,,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.
481,Mesprit,IV,Emotion Pokémon,Psychic,,140,0.3,0.3,80,105,105,105,105,80,Levitate,,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy."
482,Azelf,IV,Willpower Pokémon,Psychic,,140,0.3,0.3,75,125,70,125,70,115,Levitate,,Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance.
